"ID","Gender","Race","Age_at_Release","Residence_PUMA","Gang_Affiliated","Supervision_Risk_Score_First","Supervision_Level_First","Education_Level","Dependents","Prison_Offense","Prison_Years","Prior_Arrest_Episodes_Felony","Prior_Arrest_Episodes_Misd","Prior_Arrest_Episodes_Violent","Prior_Arrest_Episodes_Property","Prior_Arrest_Episodes_Drug","Prior_Arrest_Episodes_PPViolationCharges","Prior_Arrest_Episodes_DVCharges","Prior_Arrest_Episodes_GunCharges","Prior_Conviction_Episodes_Felony","Prior_Conviction_Episodes_Misd","Prior_Conviction_Episodes_Viol","Prior_Conviction_Episodes_Prop","Prior_Conviction_Episodes_Drug","Prior_Conviction_Episodes_PPViolationCharges","Prior_Conviction_Episodes_DomesticViolenceCharges","Prior_Conviction_Episodes_GunCharges","Prior_Revocations_Parole","Prior_Revocations_Probation","Condition_MH_SA","Condition_Cog_Ed","Condition_Other","Violations_ElectronicMonitoring","Violations_Instruction","Violations_FailToReport","Violations_MoveWithoutPermission","Delinquency_Reports","Program_Attendances","Program_UnexcusedAbsences","Residence_Changes","Avg_Days_per_DrugTest","DrugTests_THC_Positive","DrugTests_Cocaine_Positive","DrugTests_Meth_Positive","DrugTests_Other_Positive","Percent_Days_Employed","Jobs_Per_Year","Employment_Exempt","Recidivism_Within_3years","Recidivism_Arrest_Year1","Recidivism_Arrest_Year2","Recidivism_Arrest_Year3","Training_Sample"
16699,"F","WHITE","38-42",24,NA,7,"High","High School Diploma",1,"Drug","Greater than 2 to 3 years",2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1333333,0,0,0,0,0.968523002,0.221095642,0,0,0,0,0,1
16701,"M","BLACK","23-27",12,0,8,"High","High School Diploma",2,"Violent/Non-Sex","1-2 years",4,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,50.1,0.200000003,0,0,0,0.600798403,0.729041916,0,1,0,1,0,0
16702,"F","WHITE","43-47",22,NA,3,"Standard","At least some college",2,"Drug","Greater than 2 to 3 years",2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,75.18181818,0,0,0,0,0.644901249,0.147218863,0,0,0,0,0,1
16704,"M","BLACK","18-22",3,0,5,"Standard","Less than HS diploma",0,NA,"Less than 1 year",2,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,108.75,0.5,0,0,0,0.993103448,0.839655172,0,0,0,0,0,1
16705,"M","BLACK","23-27",20,0,10,"Specialized","Less than HS diploma",3,NA,"1-2 years",8,3,1,2,5,1,0,1,2,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,105.5,0,0,0,0,1,0.865521327,1,0,0,0,0,1
16706,"M","BLACK","28-32",2,0,5,"Specialized","High School Diploma",2,"Property","1-2 years",6,6,1,4,1,5,1,0,0,2,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,42.66666667,0,0,0,0,0.92578125,1,0,0,0,0,0,0
16708,"M","BLACK","23-27",8,0,6,"High","High School Diploma",0,"Property","More than 3 years",2,2,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,2,0,1,0,0,1,1
16709,"M","BLACK","18-22",8,0,7,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","More than 3 years",2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1.010839483,1,1,0,1,0,1
16711,"M","WHITE","43-47",18,0,2,"Specialized","High School Diploma",3,"Property","More than 3 years",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,117.2,0,0,0,0,1,1.869880546,0,0,0,0,0,0
16712,"F","BLACK","33-37",7,NA,8,"Standard","High School Diploma",0,"Property","Greater than 2 to 3 years",3,4,1,2,1,2,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.705357143,0.724702381,0,0,0,0,0,1
16713,"F","WHITE","48 or older",5,NA,1,"Standard","At least some college",2,"Drug","1-2 years",2,3,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16.85714286,0,0,0,0.047619049,0.598870056,2,0,0,0,0,0,1
16716,"M","WHITE","28-32",20,0,5,"Standard","Less than HS diploma",0,"Violent/Non-Sex","1-2 years",3,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,2,53,0,0,0.166666672,0,0,0,0,1,0,1,0,1
16718,"M","BLACK","28-32",20,0,4,NA,"Less than HS diploma",0,"Drug","Less than 1 year",4,1,2,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,110.5,0,0,0,0,0,0,0,0,0,0,0,1
16719,"M","BLACK","23-27",18,1,9,"Specialized","At least some college",0,"Violent/Non-Sex","1-2 years",2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,85.33333333,0,0,0,0,1,1.426757813,1,1,0,0,1,0
16721,"M","BLACK","33-37",15,0,4,"Standard","Less than HS diploma",1,"Drug","Less than 1 year",3,3,1,1,1,1,1,0,2,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,35.36363636,0,0,0,0,0,0,0,0,0,0,0,0
16723,"M","BLACK","23-27",4,1,7,"High","High School Diploma",0,NA,"1-2 years",5,2,0,2,1,2,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,4,10,3,3,77.82352941,0.117647059,0.117647059,0.117647059,0,0.253212396,0.276077098,0,0,0,0,0,1
16725,"M","BLACK","18-22",2,0,6,"High","At least some college",0,"Property","Less than 1 year",5,1,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.475609756,1,0,1,0,1,0,1
16727,"M","BLACK","28-32",8,0,5,"Standard","Less than HS diploma",3,"Drug","Less than 1 year",5,6,3,5,3,5,1,0,3,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
16728,"M","BLACK","28-32",11,0,8,"High","Less than HS diploma",2,"Other","1-2 years",1,3,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,4,3,1,124.2,0,0,0,0,0.826086957,0.588164251,0,0,0,0,0,0
16729,"F","WHITE","33-37",16,NA,9,"Specialized","At least some college",0,"Property","1-2 years",2,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.66666667,0,0,0,0,0,0,1,1,0,1,0,1
16730,"M","BLACK","18-22",11,0,7,NA,"Less than HS diploma",0,NA,"Less than 1 year",5,3,0,3,1,3,0,1,0,1,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,1,37.7,0,0,0,0,0.954907162,0.968832891,0,0,0,0,0,1
16731,"M","BLACK","43-47",1,0,3,"Standard","At least some college",3,"Property","1-2 years",7,4,0,5,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0.522532189,0,0,0,0,0,1
16732,"M","WHITE","33-37",17,0,6,"Standard","High School Diploma",0,"Property","1-2 years",6,6,0,5,2,3,0,0,2,3,0,3,2,1,0,0,1,0,1,1,1,0,0,0,0,0,6,0,1,77,0,0,0,0,0.493506494,0.948701299,0,1,0,1,0,1
16733,"M","WHITE","18-22",11,1,7,"High","High School Diploma",0,"Other","Less than 1 year",2,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,19.71428571,0,0.071428575,0.071428575,0.071428575,0.793478261,2,0,1,0,1,0,1
16734,"M","WHITE","38-42",24,0,5,"Standard","Less than HS diploma",3,"Property","1-2 years",5,3,1,1,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,NA,NA,NA,NA,NA,0.940718563,0.218712575,0,0,0,0,0,1
16735,"M","BLACK","18-22",8,0,7,"High","Less than HS diploma",1,"Property","1-2 years",2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.935483871,3,0,0,0,0,0,1
16736,"M","BLACK","38-42",19,0,5,"Standard","High School Diploma",1,"Property","Less than 1 year",5,6,1,4,0,4,0,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,502,0,0,0,0,0.003984064,0.363794821,0,1,0,1,0,0
16738,"M","BLACK","18-22",10,0,7,"High","At least some college",0,"Property","1-2 years",5,1,1,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,19.33333333,0,0,0,0,0.856321839,2,0,1,0,1,0,1
16740,"M","WHITE","23-27",17,0,7,"Specialized","High School Diploma",0,"Violent/Sex","More than 3 years",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,10,0,0,62.36363636,0,0,0,0,0.209912536,0.532434402,0,1,0,1,0,1
16742,"M","BLACK","23-27",19,0,8,"High","Less than HS diploma",2,NA,"1-2 years",7,1,0,1,4,2,0,0,3,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,7,2,0,104.8571429,0.285714298,0,0,0,0,0,0,1,0,1,0,0
16744,"M","BLACK","23-27",8,0,7,"High","Less than HS diploma",3,"Other","1-2 years",3,4,1,0,2,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,10,3,0,7.960526316,0.131578952,0,0,0.013157895,0.816528926,1.207438017,0,0,0,0,0,0
16745,"M","WHITE","23-27",16,0,6,"Standard","Less than HS diploma",0,"Drug","Less than 1 year",5,6,0,0,4,5,0,0,1,4,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,7.458333333,0,0,0,0,0.938547486,1,0,1,0,1,0,1
16749,"M","BLACK","23-27",9,0,9,"Specialized","High School Diploma",2,"Other","Less than 1 year",4,2,0,1,2,1,0,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,5,0,0,67,0,0,0,0,0.092186128,0.320676032,0,1,0,1,0,0
16751,"M","WHITE","43-47",17,0,3,"Standard","High School Diploma",2,NA,"1-2 years",4,4,0,1,3,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,90.41666667,0,0,0,0,0.596313364,0.336635945,0,1,0,1,0,0
16753,"M","BLACK","18-22",8,0,8,"High","Less than HS diploma",1,"Other","More than 3 years",2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,0.638592751,1.557569296,0,1,0,0,1,0
16754,"M","WHITE","28-32",3,0,10,"Specialized","Less than HS diploma",3,"Property","1-2 years",2,1,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,4,10,3,0,134.4666667,0.06666667,0,0.06666667,0,0,0,0,0,0,0,0,1
16755,"M","BLACK","23-27",8,0,6,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,90.25,0,0,0,0,0.668282548,0.505886427,0,0,0,0,0,0
16756,"M","BLACK","28-32",3,0,5,"Specialized","High School Diploma",3,"Violent/Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,10,1,0,30.125,0,0,0,0,1,2,0,0,0,0,0,1
16757,"M","WHITE","23-27",20,1,8,"Standard","High School Diploma",2,"Drug","More than 3 years",4,6,1,2,1,3,1,0,2,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,1,3.381944444,0,1,0,1,0,0
16758,"M","BLACK","18-22",10,0,9,"Specialized","High School Diploma",0,"Violent/Non-Sex","More than 3 years",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,9,0,0,46.18181818,0.090909094,0,0,0,1,2.156988189,0,0,0,0,0,1
16759,"M","WHITE","23-27",8,0,NA,NA,"At least some college",3,"Violent/Non-Sex","Less than 1 year",4,4,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.290909091,1,0,1,0,1,0,1
16760,"M","BLACK","23-27",10,1,7,"Standard","High School Diploma",2,"Violent/Non-Sex","More than 3 years",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,4,1,3,0,9.9,0.100000001,0,0,0,0.831649832,0.61489899,1,1,0,1,0,1
16761,"M","BLACK","23-27",4,1,9,"Specialized","At least some college",3,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,39,0.095238097,0,0,0,0.676434676,0.445970696,0,0,0,0,0,0
16766,"M","BLACK","18-22",7,0,8,"High","Less than HS diploma",0,"Property","Less than 1 year",6,2,0,3,3,2,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,4,10,3,0,37.57142857,0.428571433,0,0,0,0.114068441,1,0,1,0,0,1,1
16767,"M","BLACK","18-22",10,0,10,"Specialized","Less than HS diploma",0,"Property","Greater than 2 to 3 years",2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,1,1,51.8,0.200000003,0,0,0,0,0,0,0,0,0,0,0
16770,"M","BLACK","18-22",18,1,7,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,10,3,0,29.46666667,0.13333334,0,0,0,0.722850679,1.652714932,0,1,0,0,1,1
16772,"F","BLACK","28-32",18,NA,5,"Specialized","Less than HS diploma",2,"Violent/Non-Sex","Greater than 2 to 3 years",2,2,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,162.5,0,0.5,0,0,0.932307692,1,1,0,0,0,0,1
16773,"F","WHITE","28-32",3,NA,9,"Specialized","High School Diploma",0,"Property","More than 3 years",5,5,0,5,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,160.5454545,0,0,0,0,0,0,1,0,0,0,0,0
16774,"F","WHITE","18-22",8,NA,10,"Specialized","High School Diploma",2,"Property","More than 3 years",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0,0,181.3333333,0,0,0.111111112,0.111111112,0,0,0,1,0,1,0,1
16775,"M","BLACK","23-27",5,1,8,"Standard","At least some college",0,"Drug","1-2 years",2,2,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,3,7,1,3,NA,0.285714298,0,0,0,NA,NA,0,0,0,0,0,1
16776,"M","BLACK","28-32",3,0,6,"High","High School Diploma",3,"Property","Less than 1 year",4,4,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,241.5,0,0,0,0,1,3.02484472,0,0,0,0,0,0
16777,"M","WHITE","28-32",8,0,10,"Specialized","At least some college",0,"Property","More than 3 years",2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,0.415512465,0.252943213,0,1,0,1,0,1
16779,"F","BLACK","48 or older",3,NA,7,"Standard","Less than HS diploma",0,"Property","Less than 1 year",7,4,3,2,3,0,1,0,2,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,10,3,0,19.3,0,0.050000001,0,0,0,0,0,0,0,0,0,1
16780,"F","BLACK","18-22",12,NA,8,"High","High School Diploma",0,"Other","Greater than 2 to 3 years",3,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,1,253.3333333,0,0,0,0,0,0,0,0,0,0,0,1
16781,"M","BLACK","18-22",8,0,8,"High","At least some college",3,"Property","Less than 1 year",3,0,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,79.42857143,0,0,0,0,0.061151079,0.65692446,0,1,0,1,0,1
16784,"M","BLACK","23-27",23,1,9,"Specialized","High School Diploma",3,"Violent/Non-Sex","More than 3 years",1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,4,2,2,0,119,0.5,0,0,0,0.728991597,0.767331933,0,0,0,0,0,1
16785,"M","BLACK","18-22",4,0,6,"Specialized","High School Diploma",0,"Violent/Non-Sex","More than 3 years",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,209,0,0,0,0,0.313397129,0.873803828,0,0,0,0,0,0
16786,"M","BLACK","23-27",22,1,10,"Specialized","High School Diploma",3,"Property","Greater than 2 to 3 years",7,2,0,3,1,2,0,1,2,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,0,4,10,2,0,8.895833333,0.166666672,0,0,0,0.231850117,0.855386417,1,0,0,0,0,1
16787,"M","BLACK","23-27",6,0,6,"High","High School Diploma",0,"Property","Greater than 2 to 3 years",2,5,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,6,2,2,23.17391304,0,0,0,0,0,0,0,1,0,0,1,1
16788,"M","WHITE","38-42",21,0,6,"Standard","At least some college",0,"Property","1-2 years",6,0,1,2,0,1,0,0,2,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1
16790,"M","BLACK","28-32",5,0,6,"High","High School Diploma",3,NA,"Greater than 2 to 3 years",2,6,0,1,5,3,0,0,1,4,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1,10,2,1,52.32258065,0.064516127,0,0,0,0.045006165,0.225184957,0,0,0,0,0,0
16791,"M","BLACK","18-22",18,1,9,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",3,0,1,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,3,0,133.5,0.083333336,0,0,0,0.830836454,0.455992509,0,0,0,0,0,1
16792,"M","WHITE","33-37",3,0,5,"Specialized","At least some college",0,"Other","Greater than 2 to 3 years",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,10,0,0,68.75,0,0,0,0,0.980363636,0.265636364,0,0,0,0,0,0
16794,"M","BLACK","23-27",14,1,10,"Specialized","High School Diploma",2,"Property","Less than 1 year",6,4,1,4,0,2,0,0,3,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40.85714286,0,0,0,0.142857149,1,2,0,1,0,1,0,0
16795,"M","BLACK","23-27",22,0,6,"High","Less than HS diploma",2,"Drug","Less than 1 year",3,1,0,0,2,1,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1,31.83333333,0,0,0,0,0.842931937,1,0,0,0,0,0,0
16799,"M","WHITE","33-37",5,0,7,"High","High School Diploma",2,"Drug","Greater than 2 to 3 years",3,4,0,4,1,3,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,3,96.8,0.100000001,0,0,0,0.598140496,1.320635331,0,0,0,0,0,1
16802,"M","BLACK","23-27",3,1,8,"High","High School Diploma",2,"Other","Greater than 2 to 3 years",3,6,0,1,3,1,0,0,1,4,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,3,8,3,1,NA,NA,NA,NA,NA,0.541025641,0.936538462,0,1,0,1,0,1
16803,"F","WHITE","38-42",10,NA,10,"Specialized","High School Diploma",2,"Property","Greater than 2 to 3 years",2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,159,0,0,0,0,0.461215933,1.531446541,0,0,0,0,0,1
16804,"M","WHITE","23-27",5,0,8,"Specialized","High School Diploma",1,"Violent/Sex","1-2 years",2,3,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,10,3,0,67,0.200000003,0,0,0,0.96119403,1.090298507,0,1,0,1,0,1
16805,"M","WHITE","38-42",25,0,10,"Specialized","At least some college",1,"Property","Greater than 2 to 3 years",9,0,0,5,2,0,0,1,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0.525786164,0.229716981,0,1,0,0,1,1
16806,"M","WHITE","43-47",4,0,3,"Standard","At least some college",2,"Property","More than 3 years",3,3,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,191.3333333,0,0,0,0,1,1.272648084,0,0,0,0,0,1
16807,"M","BLACK","23-27",20,0,10,"Specialized","High School Diploma",3,"Violent/Non-Sex","Greater than 2 to 3 years",7,4,0,4,3,4,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,2,105.3333333,0.166666672,0,0,0,0.221518987,0.577927215,0,1,0,1,0,1
16809,"M","BLACK","18-22",5,1,10,NA,"Less than HS diploma",1,"Other","Less than 1 year",10,1,1,5,0,2,1,1,0,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,1,4,0,0,2,82.83333333,0,0,0,0,0,0,0,1,0,1,0,1
16810,"M","BLACK","18-22",4,0,6,"Specialized","Less than HS diploma",1,"Violent/Non-Sex","Greater than 2 to 3 years",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,10,3,0,66.33333333,0.333333343,0,0,0,0,0,1,0,0,0,0,1
16811,"M","WHITE","18-22",1,0,6,"High","At least some college",1,"Property","Less than 1 year",3,2,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,69.14285714,0.142857149,0,0,0,0.196280992,0.75464876,0,0,0,0,0,1
16812,"M","BLACK","33-37",25,0,5,"Specialized","High School Diploma",1,"Other","Greater than 2 to 3 years",3,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,10,0,0,40.6875,0,0,0,0,1,2.805299539,0,1,0,1,0,1
16813,"M","WHITE","23-27",15,1,7,"High","High School Diploma",0,"Drug","Less than 1 year",9,1,0,1,4,3,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.36363636,0,0,0,0,1,2.445870536,1,1,0,1,0,1
16815,"M","BLACK","28-32",18,0,9,"Specialized","Less than HS diploma",1,"Property","1-2 years",8,6,3,1,5,1,0,1,2,4,1,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,4,3,0,34.14285714,0.285714298,0,0,0,0.238493724,1,0,0,0,0,0,1
16816,"M","BLACK","23-27",21,0,9,"Specialized","Less than HS diploma",3,"Drug","Less than 1 year",2,6,2,0,2,3,0,1,1,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,247.3333333,0.333333343,0,0,0,0.797843666,0.492250674,0,0,0,0,0,1
16818,"M","BLACK","18-22",12,1,7,"Specialized","High School Diploma",2,"Violent/Non-Sex","Less than 1 year",0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,4,1,0,0,63.13333333,0.06666667,0,0,0,0.120380148,0.385691658,0,1,0,0,1,1
16819,"F","WHITE","33-37",4,NA,7,"High","Less than HS diploma",2,"Property","1-2 years",6,6,0,5,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,92.41666667,0,0,0,0,0.959422904,0.658701533,0,0,0,0,0,1
16821,"M","WHITE","38-42",24,0,7,"High","At least some college",1,"Property","Greater than 2 to 3 years",7,1,2,1,0,3,1,0,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,4,0,0,0,26.875,0,0,0.125,0.125,0,0,1,0,0,0,0,1
16822,"M","WHITE","33-37",17,0,4,"Standard","Less than HS diploma",3,"Drug","1-2 years",0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.13333333,0,0,0,0,1,0.82356257,0,0,0,0,0,1
16823,"M","BLACK","23-27",2,0,7,"Specialized","Less than HS diploma",0,"Violent/Sex","1-2 years",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,3,0,47.5,0,0,0,0,1,1,0,0,0,0,0,0
16824,"M","WHITE","23-27",4,0,7,"High","Less than HS diploma",0,"Drug","1-2 years",3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,6,0,1,45.04166667,0,0,0,0,0.585568918,0.675763182,0,1,0,0,1,1
16825,"M","WHITE","43-47",25,0,10,"Specialized","High School Diploma",2,"Violent/Sex","More than 3 years",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,20.03846154,0,0,0,0,0.86756238,0.701055662,0,0,0,0,0,0
16826,"M","WHITE","33-37",17,1,8,"High","Less than HS diploma",0,"Property","1-2 years",7,6,0,5,0,5,0,0,2,4,0,3,1,1,0,0,1,1,1,1,1,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1
16827,"F","WHITE","28-32",9,NA,7,"High","At least some college",2,"Property","Less than 1 year",4,5,1,1,1,4,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,28.53846154,0,0,0,0,0.466307278,0.984501348,0,1,0,1,0,0
16828,"M","WHITE","18-22",25,0,8,"High","Less than HS diploma",1,"Property","More than 3 years",7,0,0,5,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,4,0,0,2,177.6666667,0,0,0,0,0,0,0,0,0,0,0,1
16829,"M","BLACK","23-27",6,0,10,"Specialized","Less than HS diploma",0,"Violent/Non-Sex","More than 3 years",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,10,2,0,13.34782609,0.101449274,0,0,0,0.709011944,0.793159609,0,0,0,0,0,1
16830,"F","WHITE","33-37",18,NA,7,"High","Less than HS diploma",1,"Property","1-2 years",7,0,0,2,0,5,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,103.1666667,0,0,0,0,0,0,0,1,0,0,1,1
16831,"M","BLACK","38-42",10,0,5,"Specialized","High School Diploma",0,"Property","Greater than 2 to 3 years",3,6,1,1,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,4,8,3,1,37.2,0.300000012,0.200000003,0,0,1,1.963709677,0,0,0,0,0,0
